split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
train2,140_2892.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.884277 0.371094 0.014648 0.017578
train2,140_2902.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.870605 0.347656 0.014648 0.019531
train2,140_2902.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.887207 0.336914 0.014648 0.017578
train2,140_2912.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.875488 0.306641 0.014648 0.019531
train2,140_2912.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.892090 0.295898 0.014648 0.017578
train2,140_292.jpg,0,0.036133,0.007812,37.0,8.0,0.015,0 0.018066 0.913086 0.036133 0.007812
train2,140_2922.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.874512 0.267578 0.014648 0.019531
train2,140_2922.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.891113 0.256836 0.014648 0.017578
train2,140_2932.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.874512 0.233398 0.014648 0.019531
train2,140_2932.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.891113 0.222656 0.014648 0.017578
train2,140_2942.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.873535 0.196289 0.014648 0.019531
train2,140_2942.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.886230 0.181641 0.014648 0.017578
train2,140_2952.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.867676 0.157227 0.014648 0.019531
train2,140_2952.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.885254 0.142578 0.014648 0.017578
train2,140_2962.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.862793 0.120117 0.014648 0.019531
train2,140_2962.jpg,0,0.014648,0.017578,15.0,18.0,0.015,0 0.884277 0.104492 0.014648 0.017578
train2,140_2972.jpg,0,0.014648,0.019531,15.0,20.0,0.015,0 0.857910 0.095703 0.014648 0.019531
train2,140_3008.jpg,0,0.050781,0.005859,52.0,6.0,0.015,0 0.888672 0.905273 0.050781 0.005859
train2,140_3658.jpg,0,0.001953,0.029297,2.0,30.0,0.015,0 0.999023 0.351562 0.001953 0.029297
train2,140_4238.jpg,0,0.013672,0.022461,14.0,23.0,0.015,0 0.993164 0.085449 0.013672 0.022461
train2,140_4248.jpg,0,0.041992,0.010742,43.0,11.0,0.015,0 0.932129 0.906738 0.041992 0.010742
train2,140_4278.jpg,0,0.013672,0.022461,14.0,23.0,0.015,0 0.993164 0.221191 0.013672 0.022461
train2,140_4288.jpg,0,0.013672,0.022461,14.0,23.0,0.015,0 0.993164 0.259277 0.013672 0.022461
train2,140_4298.jpg,0,0.014648,0.022461,15.0,23.0,0.015,0 0.992676 0.297363 0.014648 0.022461
train2,140_4308.jpg,0,0.014648,0.022461,15.0,23.0,0.015,0 0.992676 0.342285 0.014648 0.022461
train2,140_4318.jpg,0,0.014648,0.022461,15.0,23.0,0.015,0 0.992676 0.379395 0.014648 0.022461
train2,140_4358.jpg,0,0.011719,0.017578,12.0,18.0,0.015,0 0.994141 0.539062 0.011719 0.017578
train2,140_918.jpg,0,0.009766,0.015625,10.0,16.0,0.015,0 0.006836 0.753906 0.009766 0.015625
train2,140_928.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.028320 0.739258 0.013672 0.019531
train2,140_928.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.023926 0.754395 0.014648 0.018555
train2,140_938.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.066406 0.746094 0.013672 0.019531
train2,140_938.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.062012 0.761230 0.014648 0.018555
train2,140_948.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.103516 0.745117 0.013672 0.019531
train2,140_948.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.099121 0.760254 0.014648 0.018555
train2,140_958.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.135742 0.741211 0.013672 0.019531
train2,140_958.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.131348 0.756348 0.014648 0.018555
train2,140_968.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.173828 0.737305 0.013672 0.019531
train2,140_968.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.169434 0.752441 0.014648 0.018555
train2,140_978.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.206055 0.728516 0.013672 0.019531
train2,140_978.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.201660 0.743652 0.014648 0.018555
train2,140_988.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.237305 0.716797 0.013672 0.019531
train2,140_988.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.232910 0.729004 0.014648 0.018555
train2,140_998.jpg,0,0.013672,0.019531,14.0,20.0,0.015,0 0.271484 0.694336 0.013672 0.019531
train2,140_998.jpg,0,0.014648,0.018555,15.0,19.0,0.015,0 0.268066 0.710449 0.014648 0.018555
train2,141_127.jpg,0,0.002930,0.050781,3.0,52.0,0.015,0 0.001465 0.126953 0.002930 0.050781
train2,141_128.jpg,0,0.014648,0.050781,15.0,52.0,0.015,0 0.007324 0.111328 0.014648 0.050781
train2,141_1623.jpg,0,0.050781,0.004883,52.0,5.0,0.015,0 0.194336 0.899902 0.050781 0.004883
train2,141_1859.jpg,0,0.010742,0.057617,11.0,59.0,0.015,0 0.005371 0.147949 0.010742 0.057617
train2,141_2519.jpg,0,0.040039,0.014648,41.0,15.0,0.015,0 0.837402 0.896973 0.040039 0.014648
train2,141_2969.jpg,0,0.014648,0.041016,15.0,42.0,0.015,0 0.992676 0.271484 0.014648 0.041016
train2,141_2969.jpg,0,0.002930,0.044922,3.0,46.0,0.015,0 0.998535 0.338867 0.002930 0.044922
train2,141_2982.jpg,0,0.011719,0.048828,12.0,50.0,0.015,0 0.994141 0.250977 0.011719 0.048828
train2,141_3805.jpg,0,0.020508,0.000977,21.0,1.0,0.015,0 0.746582 0.895996 0.020508 0.000977
train2,141_3805.jpg,0,0.017578,0.009766,18.0,10.0,0.015,0 0.736328 0.891602 0.017578 0.009766
train2,141_3805.jpg,0,0.021484,0.004883,22.0,5.0,0.015,0 0.724609 0.893066 0.021484 0.004883
train2,142_2010.jpg,0,0.029297,0.005859,30.0,6.0,0.015,0 0.909180 0.906250 0.029297 0.005859
train2,142_2014.jpg,0,0.029297,0.014648,30.0,15.0,0.015,0 0.908203 0.901855 0.029297 0.014648
train2,142_2081.jpg,0,0.032227,0.004883,33.0,5.0,0.015,0 0.721191 0.894043 0.032227 0.004883
train2,142_2085.jpg,0,0.043945,0.012695,45.0,13.0,0.015,0 0.920410 0.904785 0.043945 0.012695
train2,142_2107.jpg,0,0.028320,0.003906,29.0,4.0,0.015,0 0.602051 0.889648 0.028320 0.003906
train2,142_2107.jpg,0,0.022461,0.007812,23.0,8.0,0.015,0 0.635254 0.887695 0.022461 0.007812
train2,142_2112.jpg,0,0.025391,0.008789,26.0,9.0,0.015,0 0.626953 0.887207 0.025391 0.008789
train2,142_2119.jpg,0,0.032227,0.006836,33.0,7.0,0.015,0 0.673340 0.890137 0.032227 0.006836
train2,142_2350.jpg,0,0.005859,0.040039,6.0,41.0,0.015,0 0.997070 0.097168 0.005859 0.040039
train2,142_2366.jpg,0,0.014648,0.042969,15.0,44.0,0.015,0 0.992676 0.139648 0.014648 0.042969
train2,142_2430.jpg,0,0.000977,0.024414,1.0,25.0,0.015,0 0.999512 0.157715 0.000977 0.024414
train2,142_2430.jpg,0,0.010742,0.022461,11.0,23.0,0.015,0 0.994629 0.163574 0.010742 0.022461
train2,142_2430.jpg,0,0.010742,0.025391,11.0,26.0,0.015,0 0.994629 0.169922 0.010742 0.025391
train2,142_3047.jpg,0,0.014648,0.058594,15.0,60.0,0.015,0 0.992676 0.501953 0.014648 0.058594
train2,142_3059.jpg,0,0.018555,0.014648,19.0,15.0,0.015,0 0.990723 0.432129 0.018555 0.014648
train2,142_3060.jpg,0,0.018555,0.014648,19.0,15.0,0.015,0 0.990723 0.432129 0.018555 0.014648
train2,142_3066.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.973145 0.434082 0.022461 0.014648
train2,142_3076.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.967285 0.430176 0.022461 0.014648
train2,142_3076.jpg,0,0.012695,0.017578,13.0,18.0,0.015,0 0.993652 0.484375 0.012695 0.017578
train2,142_3118.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.971191 0.428223 0.022461 0.014648
train2,142_3128.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.970215 0.428223 0.022461 0.014648
train2,142_3130.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.962402 0.428223 0.022461 0.014648
train2,142_3140.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.962402 0.428223 0.022461 0.014648
train2,142_3148.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.953613 0.430176 0.022461 0.014648
train2,142_3148.jpg,0,0.005859,0.018555,6.0,19.0,0.015,0 0.997070 0.479980 0.005859 0.018555
train2,142_3150.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.945801 0.433105 0.022461 0.014648
train2,142_3150.jpg,0,0.011719,0.018555,12.0,19.0,0.015,0 0.994141 0.479980 0.011719 0.018555
train2,142_3158.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.949707 0.431152 0.022461 0.014648
train2,142_3158.jpg,0,0.012695,0.018555,13.0,19.0,0.015,0 0.993652 0.478027 0.012695 0.018555
train2,142_3160.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.945801 0.433105 0.022461 0.014648
train2,142_3160.jpg,0,0.011719,0.018555,12.0,19.0,0.015,0 0.994141 0.479980 0.011719 0.018555
train2,142_3164.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.942871 0.433105 0.022461 0.014648
train2,142_3174.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.934082 0.436035 0.022461 0.014648
train2,142_3185.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.926270 0.438965 0.022461 0.014648
train2,142_3188.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.922363 0.441895 0.022461 0.014648
train2,142_3190.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.918457 0.441895 0.022461 0.014648
train2,142_3200.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.907715 0.445801 0.022461 0.014648
train2,142_3200.jpg,0,0.003906,0.040039,4.0,41.0,0.015,0 0.998047 0.379395 0.003906 0.040039
train2,142_3206.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.902832 0.446777 0.022461 0.014648
train2,142_3210.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.898926 0.446777 0.022461 0.014648
train2,142_3220.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.891113 0.449707 0.022461 0.014648
train2,142_3220.jpg,0,0.012695,0.036133,13.0,37.0,0.015,0 0.993652 0.122559 0.012695 0.036133
train2,142_3220.jpg,0,0.012695,0.043945,13.0,45.0,0.015,0 0.993652 0.160645 0.012695 0.043945
train2,142_3220.jpg,0,0.000977,0.032227,1.0,33.0,0.015,0 0.999512 0.413574 0.000977 0.032227
train2,142_3240.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.874512 0.457520 0.022461 0.014648
train2,142_3300.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.817871 0.479980 0.022461 0.014648
train2,142_3310.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.808105 0.485840 0.022461 0.014648
train2,142_3310.jpg,0,0.006836,0.042969,7.0,44.0,0.015,0 0.996582 0.309570 0.006836 0.042969
train2,142_3350.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.781738 0.499512 0.022461 0.014648
train2,142_3360.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.765137 0.507324 0.022461 0.014648
train2,142_3370.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.753418 0.512207 0.022461 0.014648
train2,142_3371.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.756348 0.510254 0.022461 0.014648
train2,142_3390.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.725098 0.520996 0.022461 0.014648
train2,142_3400.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.714355 0.528809 0.022461 0.014648
train2,142_3420.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.694824 0.541504 0.022461 0.014648
train2,142_3421.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.690918 0.543457 0.022461 0.014648
train2,142_3427.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.684082 0.552246 0.022461 0.014648
train2,142_3427.jpg,0,0.012695,0.033203,13.0,34.0,0.015,0 0.993652 0.219727 0.012695 0.033203
train2,142_3453.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.662598 0.588379 0.022461 0.014648
train2,142_3459.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.656738 0.597168 0.022461 0.014648
train2,142_3460.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.656738 0.597168 0.022461 0.014648
train2,142_3479.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.632324 0.623535 0.022461 0.014648
train2,142_3503.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.599121 0.654785 0.022461 0.014648
train2,142_3553.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.539551 0.729004 0.022461 0.014648
train2,142_3593.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.507324 0.796387 0.022461 0.014648
train2,142_3613.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.509277 0.839355 0.022461 0.014648
train2,142_3633.jpg,0,0.019531,0.008789,20.0,9.0,0.015,0 0.490234 0.885254 0.019531 0.008789
train2,142_3633.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.502441 0.876465 0.022461 0.014648
train2,142_3633.jpg,0,0.021484,0.010742,22.0,11.0,0.015,0 0.571289 0.885254 0.021484 0.010742
train2,142_3634.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.502441 0.876465 0.022461 0.014648
train2,142_3634.jpg,0,0.021484,0.010742,22.0,11.0,0.015,0 0.571289 0.885254 0.021484 0.010742
train2,142_3640.jpg,0,0.067383,0.007812,69.0,8.0,0.015,0 0.382324 0.888672 0.067383 0.007812
train2,142_3640.jpg,0,0.022461,0.009766,23.0,10.0,0.015,0 0.502441 0.884766 0.022461 0.009766
train2,142_3640.jpg,0,0.023438,0.009766,24.0,10.0,0.015,0 0.546875 0.884766 0.023438 0.009766
train2,142_3640.jpg,0,0.041016,0.008789,42.0,9.0,0.015,0 0.556641 0.886230 0.041016 0.008789
train2,142_3641.jpg,0,0.022461,0.009766,23.0,10.0,0.015,0 0.501465 0.884766 0.022461 0.009766
train2,142_3641.jpg,0,0.023438,0.011719,24.0,12.0,0.015,0 0.557617 0.884766 0.023438 0.011719
train2,142_3645.jpg,0,0.022461,0.001953,23.0,2.0,0.015,0 0.501465 0.888672 0.022461 0.001953
train2,142_3645.jpg,0,0.023438,0.003906,24.0,4.0,0.015,0 0.557617 0.888672 0.023438 0.003906
train2,142_3650.jpg,0,0.044922,0.008789,46.0,9.0,0.015,0 0.537109 0.885254 0.044922 0.008789
train2,142_3724.jpg,0,0.032227,0.007812,33.0,8.0,0.015,0 0.707520 0.891602 0.032227 0.007812
train2,142_3780.jpg,0,0.051758,0.002930,53.0,3.0,0.015,0 0.547363 0.889160 0.051758 0.002930
train2,142_3828.jpg,0,0.031250,0.010742,32.0,11.0,0.015,0 0.844727 0.898926 0.031250 0.010742
train2,142_3859.jpg,0,0.049805,0.011719,51.0,12.0,0.015,0 0.868652 0.901367 0.049805 0.011719
train2,142_3880.jpg,0,0.065430,0.012695,67.0,13.0,0.015,0 0.625488 0.886230 0.065430 0.012695
train2,142_4332.jpg,0,0.041992,0.007812,43.0,8.0,0.015,0 0.773926 0.895508 0.041992 0.007812
train2,142_4343.jpg,0,0.057617,0.010742,59.0,11.0,0.015,0 0.865723 0.901855 0.057617 0.010742
train2,142_4352.jpg,0,0.058594,0.008789,60.0,9.0,0.015,0 0.886719 0.904785 0.058594 0.008789
train2,142_4364.jpg,0,0.039062,0.010742,40.0,11.0,0.015,0 0.954102 0.908691 0.039062 0.010742
train2,142_4413.jpg,0,0.019531,0.010742,20.0,11.0,0.015,0 0.781250 0.894043 0.019531 0.010742
train2,142_4413.jpg,0,0.046875,0.000977,48.0,1.0,0.015,0 0.809570 0.898926 0.046875 0.000977
train2,142_4419.jpg,0,0.022461,0.004883,23.0,5.0,0.015,0 0.793457 0.897949 0.022461 0.004883
train2,142_4426.jpg,0,0.027344,0.014648,28.0,15.0,0.015,0 0.595703 0.883301 0.027344 0.014648
train2,142_4427.jpg,0,0.034180,0.008789,35.0,9.0,0.015,0 0.775879 0.895020 0.034180 0.008789
train2,142_4427.jpg,0,0.027344,0.014648,28.0,15.0,0.015,0 0.595703 0.883301 0.027344 0.014648
train2,142_4445.jpg,0,0.012695,0.004883,13.0,5.0,0.015,0 0.627441 0.889160 0.012695 0.004883
train2,142_4445.jpg,0,0.009766,0.076172,10.0,78.0,0.015,0 0.995117 0.266602 0.009766 0.076172
train2,142_4452.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.625488 0.874023 0.012695 0.019531
train2,142_4452.jpg,0,0.016602,0.011719,17.0,12.0,0.015,0 0.604004 0.884766 0.016602 0.011719
train2,142_4452.jpg,0,0.011719,0.076172,12.0,78.0,0.015,0 0.994141 0.244141 0.011719 0.076172
train2,142_4453.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.625488 0.874023 0.012695 0.019531
train2,142_4453.jpg,0,0.016602,0.011719,17.0,12.0,0.015,0 0.604004 0.884766 0.016602 0.011719
train2,142_4453.jpg,0,0.016602,0.002930,17.0,3.0,0.015,0 0.616699 0.890137 0.016602 0.002930
train2,142_4453.jpg,0,0.011719,0.076172,12.0,78.0,0.015,0 0.994141 0.244141 0.011719 0.076172
train2,142_4461.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.621582 0.848633 0.012695 0.019531
train2,142_4461.jpg,0,0.016602,0.012695,17.0,13.0,0.015,0 0.610840 0.870605 0.016602 0.012695
train2,142_4471.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.617676 0.807617 0.012695 0.019531
train2,142_4471.jpg,0,0.016602,0.012695,17.0,13.0,0.015,0 0.605957 0.826660 0.016602 0.012695
train2,142_4472.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.617676 0.807617 0.012695 0.019531
train2,142_4472.jpg,0,0.009766,0.041992,10.0,43.0,0.015,0 0.995117 0.454590 0.009766 0.041992
train2,142_4472.jpg,0,0.016602,0.012695,17.0,13.0,0.015,0 0.605957 0.826660 0.016602 0.012695
train2,142_4483.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.614746 0.775391 0.012695 0.019531
train2,142_4483.jpg,0,0.016602,0.012695,17.0,13.0,0.015,0 0.600098 0.793457 0.016602 0.012695
train2,142_4503.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.608887 0.715820 0.012695 0.019531
train2,142_4503.jpg,0,0.016602,0.012695,17.0,13.0,0.015,0 0.593262 0.728027 0.016602 0.012695
train2,142_4508.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.605957 0.696289 0.012695 0.019531
train2,142_4528.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.594238 0.630859 0.012695 0.019531
train2,142_4529.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.594238 0.630859 0.012695 0.019531
train2,142_4529.jpg,0,0.010742,0.045898,11.0,47.0,0.015,0 0.994629 0.191895 0.010742 0.045898
train2,142_4549.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.541504 0.616211 0.012695 0.019531
train2,142_4556.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.502441 0.616211 0.012695 0.019531
train2,142_4566.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.468262 0.618164 0.012695 0.019531
train2,142_4586.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.411621 0.622070 0.012695 0.019531
train2,142_4596.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.381348 0.625000 0.012695 0.019531
train2,142_4609.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.352051 0.627930 0.012695 0.019531
train2,142_4609.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.330078 0.622070 0.017578 0.013672
train2,142_4649.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.273926 0.649414 0.012695 0.019531
train2,142_4649.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.254883 0.643555 0.017578 0.013672
train2,142_4666.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.255371 0.667969 0.012695 0.019531
train2,142_4666.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.236328 0.661133 0.017578 0.013672
train2,142_4689.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.246582 0.708008 0.012695 0.019531
train2,142_4689.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.226562 0.700195 0.017578 0.013672
train2,142_4707.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.237793 0.734375 0.012695 0.019531
train2,142_4707.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.221680 0.725586 0.017578 0.013672
train2,142_4708.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.221191 0.773438 0.012695 0.019531
train2,142_4708.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.205078 0.764648 0.017578 0.013672
train2,142_4716.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.215332 0.783203 0.012695 0.019531
train2,142_4716.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.199219 0.774414 0.017578 0.013672
train2,142_4737.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.190918 0.808594 0.012695 0.019531
train2,142_4737.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.174805 0.799805 0.017578 0.013672
train2,142_4748.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.175293 0.822266 0.012695 0.019531
train2,142_4768.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.159668 0.852539 0.012695 0.019531
train2,142_4768.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.147461 0.850586 0.017578 0.013672
train2,142_4787.jpg,0,0.012695,0.019531,13.0,20.0,0.015,0 0.157715 0.888672 0.012695 0.019531
train2,142_4787.jpg,0,0.017578,0.013672,18.0,14.0,0.015,0 0.141602 0.888672 0.017578 0.013672
train2,142_4804.jpg,0,0.016602,0.006836,17.0,7.0,0.015,0 0.139160 0.901855 0.016602 0.006836
train2,142_4805.jpg,0,0.022461,0.014648,23.0,15.0,0.015,0 0.196777 0.894043 0.022461 0.014648
train2,142_4812.jpg,0,0.026367,0.002930,27.0,3.0,0.015,0 0.114746 0.906738 0.026367 0.002930
train2,142_4824.jpg,0,0.047852,0.005859,49.0,6.0,0.015,0 0.218262 0.897461 0.047852 0.005859
train2,142_4835.jpg,0,0.046875,0.010742,48.0,11.0,0.015,0 0.283203 0.891113 0.046875 0.010742
train2,142_4865.jpg,0,0.019531,0.013672,20.0,14.0,0.015,0 0.369141 0.884766 0.019531 0.013672
train2,142_4889.jpg,0,0.039062,0.010742,40.0,11.0,0.015,0 0.437500 0.885254 0.039062 0.010742
train2,142_4914.jpg,0,0.057617,0.012695,59.0,13.0,0.015,0 0.369629 0.886230 0.057617 0.012695
train2,142_4978.jpg,0,0.045898,0.002930,47.0,3.0,0.015,0 0.505371 0.888184 0.045898 0.002930
train2,142_5351.jpg,0,0.043945,0.009766,45.0,10.0,0.015,0 0.914551 0.905273 0.043945 0.009766
train2,142_5458.jpg,0,0.058594,0.011719,60.0,12.0,0.015,0 0.603516 0.885742 0.058594 0.011719
train2,142_5556.jpg,0,0.020508,0.008789,21.0,9.0,0.015,0 0.677246 0.889160 0.020508 0.008789
train2,142_5757.jpg,0,0.043945,0.006836,45.0,7.0,0.015,0 0.237793 0.895996 0.043945 0.006836
train2,142_5778.jpg,0,0.040039,0.005859,41.0,6.0,0.015,0 0.179199 0.900391 0.040039 0.005859
train2,142_5789.jpg,0,0.038086,0.003906,39.0,4.0,0.015,0 0.085449 0.909180 0.038086 0.003906
train2,142_5795.jpg,0,0.016602,0.004883,17.0,5.0,0.015,0 0.088379 0.907715 0.016602 0.004883
train2,142_5795.jpg,0,0.011719,0.006836,12.0,7.0,0.015,0 0.117188 0.901855 0.011719 0.006836
train2,142_5852.jpg,0,0.016602,0.013672,17.0,14.0,0.015,0 0.059082 0.778320 0.016602 0.013672
train2,142_5852.jpg,0,0.013672,0.009766,14.0,10.0,0.015,0 0.088867 0.779297 0.013672 0.009766
train2,142_5852.jpg,0,0.011719,0.006836,12.0,7.0,0.015,0 0.087891 0.768066 0.011719 0.006836
train2,142_5874.jpg,0,0.016602,0.013672,17.0,14.0,0.015,0 0.048340 0.729492 0.016602 0.013672
train2,142_5874.jpg,0,0.013672,0.009766,14.0,10.0,0.015,0 0.078125 0.730469 0.013672 0.009766
train2,142_5874.jpg,0,0.011719,0.006836,12.0,7.0,0.015,0 0.077148 0.719238 0.011719 0.006836
train2,142_5880.jpg,0,0.016602,0.013672,17.0,14.0,0.015,0 0.043457 0.717773 0.016602 0.013672
train2,142_5880.jpg,0,0.013672,0.009766,14.0,10.0,0.015,0 0.073242 0.718750 0.013672 0.009766
train2,142_5880.jpg,0,0.011719,0.006836,12.0,7.0,0.015,0 0.072266 0.707520 0.011719 0.006836
train2,142_5930.jpg,0,0.016602,0.013672,17.0,14.0,0.015,0 0.017090 0.654297 0.016602 0.013672
train2,142_5930.jpg,0,0.013672,0.009766,14.0,10.0,0.015,0 0.046875 0.655273 0.013672 0.009766
train2,142_5930.jpg,0,0.011719,0.006836,12.0,7.0,0.015,0 0.045898 0.644043 0.011719 0.006836
train2,142_5950.jpg,0,0.972656,0.013672,996.0,14.0,0.015,0 0.495117 0.647461 0.972656 0.013672
train2,142_5950.jpg,0,0.999023,0.006836,1023.0,7.0,0.015,0 0.508301 0.637207 0.999023 0.006836
train2,142_5950.jpg,0,0.012695,0.061523,13.0,63.0,0.015,0 0.013184 0.650879 0.012695 0.061523
train2,142_5951.jpg,0,0.972656,0.013672,996.0,14.0,0.015,0 0.495117 0.647461 0.972656 0.013672
train2,142_5951.jpg,0,0.999023,0.006836,1023.0,7.0,0.015,0 0.508301 0.637207 0.999023 0.006836
train2,143_3586.jpg,0,0.039062,0.006836,40.0,7.0,0.015,0 0.166992 0.905762 0.039062 0.006836
train2,143_3586.jpg,0,0.039062,0.014648,40.0,15.0,0.015,0 0.187500 0.900879 0.039062 0.014648
train2,143_3608.jpg,0,0.042969,0.005859,44.0,6.0,0.015,0 0.131836 0.908203 0.042969 0.005859
train2,143_3608.jpg,0,0.039062,0.007812,40.0,8.0,0.015,0 0.193359 0.904297 0.039062 0.007812
train2,143_3625.jpg,0,0.036133,0.010742,37.0,11.0,0.015,0 0.148926 0.904785 0.036133 0.010742
train2,143_3644.jpg,0,0.041992,0.010742,43.0,11.0,0.015,0 0.198730 0.901855 0.041992 0.010742
train2,143_3654.jpg,0,0.033203,0.007812,34.0,8.0,0.015,0 0.187500 0.904297 0.033203 0.007812
